,Job Title,Company,location,site,jobtype,health_insurance,Dental_insurance,years of experience,salary,benefits_401k,stocks,date_posted,Unnamed: 0,lower_limit_salary,upper_limit_salary
187,Business Intelligence Analyst,QuinStreet,Foster City,ZipRecruiter,Full-time,1,0,0,"[95000, 125000]",1,1,29,,95000,125000.0
188,Business Intelligence Analyst,Check,San Francisco,Greenhouse,Full-time,1,1,0,"[95000, 125000]",1,1,30,,95000,125000.0
189,Sr Business Intelligence Analyst,LG Ad Solutions,Mountain View,LinkedIn,Full-time,0,0,2,"[0, 0]",1,1,30,,0,0.0
190,"Business Intelligence Analyst, Accounting",Snowflake,Dublin,Greenhouse,Contractor,0,0,2,"[0, 0]",0,0,30,,0,0.0
191,Business Intelligence Data Analyst,Cynet Systems,Sunnyvale,LinkedIn,Full-time,0,0,2,"[0, 0]",0,0,11,,0,0.0
192,Sr./Principal Business Intelligence Analyst,Workday,Pleasanton,JobzMall,Full-time,0,0,0,"[105000, 125000]",0,0,30,,105000,125000.0
193,Become a Business Intelligence Analyst in Less Than 6 Months,Kdnuggets,Palo Alto,Ladders,Full-time,0,0,0,"[0, 0]",0,0,2,,0,0.0
194,Business Intelligence Analyst,On Lok,San Francisco,LinkedIn,Full-time,1,1,3,"[94080, 124800]",0,0,24,,94080,124800.0
195,Principal Business Systems & Intelligence Analyst,"Matson Navigation Company, Inc",Oakland,Jobvite,Full-time,0,0,8,"[111300, 151500]",0,1,30,,111300,151500.0
196,"Senior Manager, People Analytics Business Intelligence",Adobe,San Jose,Adobe Careers,Full-time,0,0,7,"[130300, 245300]",0,1,3,,130300,245300.0
197,Intelligence analyst,VirtualVocations,Fremont,Talent.com,Full-time,0,0,0,"[0, 0]",0,1,1,,0,0.0
198,Business Intelligence Analyst 3,Veterans Sourcing Group,Santa Clara,Adzuna,Full-time,0,0,5,"[0, 0]",0,0,16,,0,0.0
199,Business Intelligence Analyst,InterSources,Sunnyvale,ZipRecruiter,Full-time,0,0,0,"[0, 0]",0,1,30,,0,0.0
200,Staff Business Intelligence Analyst,Waymo,Mountain View,Ladders,Full-time,1,0,8,"[190000, 238000]",1,1,30,,190000,238000.0
201,Senior BI Analyst (Remote),Getaround,San Francisco,Powderkeg,Full-time,1,1,5,"[0, 0]",1,1,30,,0,0.0
202,Senior Business Intelligence Analyst,Equifax,San Jose,Jora,Full-time,0,0,5,"[0, 0]",1,1,26,,0,0.0
203,Senior Business Data Analyst,Intuit,Mountain View,Intuit Careers,Full-time,0,0,0,"[0, 0]",0,0,30,,0,0.0
204,Sr. Business Intelligence Analyst,Adobe,San Jose,JobzMall,Full-time,0,0,0,"[267, 280320]",0,0,30,,267,280320.0
205,"Data Analyst, Sales Analytics",Lucid,Newark,DataAnalyst.com,Full-time,0,0,3,"[108000, 146000]",1,1,9,,108000,146000.0
206,Senior Business Intelligence Analyst GTM,Druva,Santa Clara,Ladders,Full-time,1,1,5,"[135000, 189000]",1,1,30,,135000,189000.0
207,Business Intelligence Analyst,Box,Redwood City,JobzMall,Full-time,0,0,0,"[82000, 118000]",1,1,30,,82000,118000.0
208,Business Intelligence Analyst,Hess Wine Co,Napa,Paylocity,Full-time,0,0,0,"[0, 0]",0,1,5,,0,0.0
209,Business Intelligence Data Analyst - Global Monetization Product & Tech,TikTok,San Jose,Indeed,Full-time,1,1,5,"[147000, 270000]",0,1,30,,147000,270000.0
210,AppleCare Business Intelligence Analyst,Apple,Santa Clara,JobzMall,Full-time,0,0,0,"[72000, 90000]",0,1,30,,72000,90000.0
211,Business Intelligence Analyst Customer Experience,Pure Storage,Mountain View,Employment Crossing,Full-time,0,0,0,"[0, 0]",1,1,30,,0,0.0
212,Sales Business Intelligence Manager,Snowflake,San Mateo,Snowflake Careers,Full-time,1,1,5,"[139000, 194200]",1,1,12,,139000,194200.0
213,Business Intelligence & Strategy Analyst,Redolent,San Bruno,Adzuna,Contractor,0,0,3,"[0, 0]",1,1,30,,0,0.0
214,Business Intelligence Analyst with MySQL,xperttech,San Jose,Smart Recruiters Jobs,Full-time,0,0,3,"[0, 0]",0,0,30,,0,0.0
215,Business Analyst IV,INTELLISWIFT INC,Palo Alto,Talentify,Full-time,0,0,7,"[0, 0]",0,0,30,,0,0.0
216,Business Intelligence Analyst,Stanford University,Stanford,JobzMall,Full-time,0,0,0,"[81000, 135000]",0,0,30,,81000,135000.0
217,BI Analyst,BayOne,Mountain View,ZipRecruiter,Full-time,0,0,0,"[0, 0]",0,0,18,,0,0.0
218,SAP Business Intelligence Analyst,Tranzeal Incorporated,San Jose,Indeed,Full-time,0,0,0,"[0, 0]",0,0,30,,0,0.0
219,Business Intelligence Analyst/Engineer,Workstream,San Francisco,Adzuna,Full-time,1,0,5,"[0, 0]",1,1,30,,0,0.0
220,Business Intelligence Engineer,Amazon,Cupertino,LinkedIn,Full-time,1,1,3,"[89600, 185000]",1,1,2,,89600,185000.0
221,Staff Business Data Analyst,Intuit,Mountain View,Dice.com,Full-time,0,0,7,"[0, 0]",1,1,30,,0,0.0
222,Business Intelligence Analyst III,"Albertsons Companies, Inc.",Pleasanton,Karkidi,Full-time,0,0,2,"[120000, 190000]",0,0,30,,120000,190000.0
223,Data Analyst,Tesla,Fremont,JobzMall,Full-time,0,0,0,"[747, 234240]",1,0,30,,747,234240.0
224,Marketing Business Intelligence Analyst,Williams Sonoma,San Francisco,Indeed,Full-time,1,1,0,"[75000, 85000]",1,0,25,,75000,85000.0
225,Business Intelligence Analyst,The Trade Desk,San Francisco,Learn4Good,Full-time,0,0,5,"[0, 0]",1,0,30,,0,0.0
226,"Senior Business Intelligence Analyst, Service",Bloom Energy,San Jose,Karkidi,Full-time,0,0,2,"[160000, 240000]",0,0,30,,160000,240000.0
227,Business Intelligence Analyst,BayOne,Mountain View,ZipRecruiter,Full-time,0,0,0,"[0, 0]",0,0,30,,0,0.0
228,Business Data Analyst,Ampcus Incorporated,Mountain View,Adzuna,Full-time,0,0,5,"[0, 0]",0,0,26,,0,0.0
229,Business Intelligence Analyst - Marketing,Slack,San Francisco,JobzMall,Full-time,0,0,0,"[71040, 226560]",1,0,30,,71040,226560.0
230,Marketing Business Intelligence Analyst,Rejuvenation,Anywhere • via ZipRecruiter,ZipRecruiter,Full-time,1,1,0,"[75000, 85000]",1,0,24,,75000,85000.0
231,Growth & BI Analyst,ICONMA,Sunnyvale,LinkedIn,Full-time,0,0,5,"[59520, 151680]",1,0,15,,59520,151680.0
232,Developer,VirtualVocations,Fremont,Talent.com,Full-time,0,0,0,"[0, 0]",0,0,1,,0,0.0
233,Business Analyst,Iovance Biotherapeutics Inc,San Carlos,Glassdoor,Full-time,0,0,0,"[0, 0]",0,0,17,,0,0.0
234,Business Data Analyst,LaiOffer,Santa Clara,Jooble,Full-time,0,0,0,"[0, 0]",0,0,30,,0,0.0
235,Senior Systems Analyst,City of Berkeley,Berkeley,GovernmentJobs.com,Full-time,0,0,0,"[36480, 284160]",0,0,30,,36480,284160.0
236,Senior Data Analyst (multiple openings),Innovaccer Inc.,San Francisco,Jobs - Towards AI,Full-time,0,0,0,"[0, 0]",0,1,29,,0,0.0
237,"Data Analyst, BI",Checkr,San Francisco,ZipRecruiter,Contractor,1,1,4,"[48000, 48000]",0,1,4,,48000,48000.0
238,Entry Level Business/Data Analyst,SynergisticIT,San Mateo,LinkedIn,Full-time,0,0,0,"[192000, 192000]",0,1,30,,192000,192000.0
239,"Staff Business Data Analyst, Product Analytics",Intuit,Mountain View,JobzMall,Full-time,0,0,0,"[90000, 120000]",0,1,30,,90000,120000.0
240,"Business Intelligence Engineer, Alexa, Fire TV, Appstore, Luna",Amazon,Sunnyvale,LinkedIn,Full-time,1,0,3,"[89600, 185000]",0,1,8,,89600,185000.0
241,Business Intelligence Analyst - Philippines (4186),ModSquad,Sacramento,Lever,Full-time,0,0,2,"[0, 0]",1,1,30,,0,0.0
242,Pricing & Yield Analyst,Doximity,San Francisco,Work @ Doximity,"Full-time, Part-time, and Contractor",1,1,5,"[108000, 150000]",1,1,30,,108000,150000.0
243,Salesforce Data Analyst,Apollose,San Jose,OPTnation,Full-time,0,0,0,"[103000, 104000]",1,1,30,,103000,104000.0
244,Technical data analyst,ITL USA,Sunnyvale,Talent.com,Full-time,0,0,7,"[0, 0]",0,0,1,,0,0.0
245,BI Analyst,"Albertsons Companies, Inc.",Pleasanton,Karkidi,Contractor,0,0,5,"[120000, 190000]",0,0,30,,120000,190000.0
246,Business Data Analyst,SV Tech Systems Inc,Redwood City,ZipRecruiter,Full-time,0,0,0,"[0, 0]",0,1,1,,0,0.0
247,Business Intelligence Analyst,Informative Research,Sacramento,Monster,Contractor,1,1,2,"[72500, 108300]",0,1,30,,72500,108300.0
248,Data & Business Intelligence Analyst,Cypress HCM,Sunnyvale,Avionte,Full-time,0,0,2,[111360],0,1,30,,111360,
249,Data Analyst,Universal Audio,Scotts Valley,Talentify,Full-time,0,0,4,"[0, 0]",0,1,30,,0,0.0
250,"Senior Business Intelligence Engineer, PLX Finance BI",Amazon,Sunnyvale,LinkedIn,Full-time,1,0,5,"[117300, 202800]",0,1,7,,117300,202800.0
251,Staff Strategy and Business Intelligence Analyst,Sunrun,California (+1 other) • via Sunrun,Sunrun,Full-time,1,1,5,"[103221, 137628]",0,1,30,,103221,137628.0
252,Business / Data Analyst,InterSources,Sunnyvale,ZipRecruiter,Full-time,0,0,3,"[0, 0]",1,0,30,,0,0.0
253,Business Intelligence Analyst,Harbor Wholesale Foods,Modesto,Jooble,Full-time,1,1,3,"[163200, 220800]",1,0,30,,163200,220800.0
254,BI/Data Analyst with Tableau,Diverse Lynx,Cupertino,LinkedIn,Full-time,0,0,5,"[0, 0]",1,0,9,,0,0.0
255,BI Data analyst,"Omega Solutions, Inc.",San Jose,Ladders,Full-time,0,0,0,"[0, 0]",0,1,7,,0,0.0
256,Intern - Market Intelligence Analyst,Micron Technology,Folsom,Jobs At Micron Technology,Full-time,1,1,0,"[69120, 88320]",0,1,6,,69120,88320.0
257,Business / Data Analyst,InterSources Inc,San Jose,LinkedIn,Full-time,0,0,3,"[0, 0]",1,1,30,,0,0.0
258,Business Intelligence Data Analyst IV,Habemco,Upper Lake,Adzuna,Full-time,1,0,0,"[0, 0]",1,0,30,,0,0.0
259,Senior Business Data Analyst,Intuit,San Francisco,JobzMall,Full-time,0,0,0,"[100000, 150000]",1,0,30,,100000,150000.0
260,Oracle HCMI BI Analyst,LHH Recruitment Solutions,Anywhere • via ZipRecruiter,ZipRecruiter,Full-time,1,1,3,"[86400, 115200]",0,0,26,,86400,115200.0
261,Data Analyst V,Crystal Equation,West Menlo Park,Crystal Equation,Full-time,1,1,4,"[178560, 188160]",0,1,24,,178560,188160.0
262,"Business Intelligence Engineer, Ring Subscriptions and Software (RSSBI)",Amazon,Sunnyvale,LinkedIn,Full-time,1,0,3,"[89600, 185000]",0,1,9,,89600,185000.0
263,Senior Business Intelligence System Analyst,Partnership HealthPlan of California,Suisun City,Adzuna,Full-time,0,0,0,"[118518, 154074]",0,1,22,,118518,154074.0
264,Senior Business Data Analyst,Intuit,Mountain View,LinkedIn,Full-time,0,0,8,"[0, 0]",0,1,8,,0,0.0
265,"Data Analyst, People Data Solutions",Meta,Menlo Park,LinkedIn,Full-time,1,0,4,"[104000, 146000]",0,1,2,,104000,146000.0
266,Business Analyst,ACME Tire,Palo Alto,ZipRecruiter,Full-time,0,0,0,"[75000, 95000]",0,1,30,,75000,95000.0
267,Customer Marketing Data Analyst,"Keysight Technologies, Inc.",Sacramento,Keysight Careers,Full-time,0,0,8,"[0, 0]",1,0,30,,0,0.0
268,Business Intelligence Data Analyst III,Habemco,Anywhere • via Indeed,Indeed,Full-time,1,0,0,"[0, 0]",1,1,30,,0,0.0
269,"Business Intelligence Engineer, Alexa Audio Data and Insights",Amazon,Sunnyvale,LinkedIn,Full-time,1,0,3,"[89600, 185000]",1,1,11,,89600,185000.0
270,Senior Market Analytics Analyst,nextonestaffing.com,Santa Rosa,Recruiterflow,Full-time,0,0,6,"[0, 0]",0,1,30,,0,0.0
271,Business Intelligence Analyst,Three Ventures Technology,Roseville,Indeed,Full-time,0,0,5,"[0, 0]",0,0,30,,0,0.0
272,Data Analyst II,Logix Federal Credit Union,California • via SimplyHired,SimplyHired,Part-time,0,0,4,"[73700, 110551]",0,0,25,,73700,110551.0
273,Survey Data Analyst,Survey Junkie,San Jose,Lively Vacancies,Full-time,0,0,8,"[249600, 249600]",0,0,4,,249600,249600.0
274,Business Metrics/Analytics Analyst [REMOTE],MillenniumSoft Inc,Anywhere • via LinkedIn,LinkedIn,Full-time,0,0,0,"[0, 0]",0,0,30,,0,0.0
275,Business Intelligence Analyst at Wheel Remote,Wheel,San Jose,NSE,Contractor,0,0,5,"[0, 0]",0,0,17,,0,0.0
276,Senior Data Analyst,Info Way Solutions,Fremont,LinkedIn,Full-time,0,0,3,"[0, 0]",0,0,30,,0,0.0
277,"MarTech Engineer, BI Analyst",Acxiom,Sacramento,Adzuna,Full-time,0,0,0,"[0, 0]",0,0,30,,0,0.0
278,Principal Business Data Analyst,Intuit,Mountain View,LinkedIn,Full-time,0,0,8,"[0, 0]",0,0,15,,0,0.0
279,Senior Business Intelligence System Analyst,Partnership HealthPlan of California,Fairfield,ZipRecruiter,Contractor,0,0,0,"[118518, 154074]",0,0,22,,118518,154074.0
280,Data Analyst and Power BI Report Writer,Intel,Folsom,JobzMall,Contractor,0,0,0,"[75000, 95000]",0,0,30,,75000,95000.0
281,Power BI Developer - Remote / Telecommute,Cynet Systems,Santa Clara,LinkedIn,Full-time,0,0,4,"[53760, 63360]",1,1,30,,53760,63360.0
282,Data Analyst,Webconnex LLC,Sacramento,Jooble,Full-time,1,1,2,"[120000, 150000]",1,1,30,,120000,150000.0
283,Business Intelligence Engineer,Amazon,Cupertino,LinkedIn,Full-time,1,1,3,"[74100, 165600]",1,1,11,,74100,165600.0
284,Business Intelligence Data Analyst IV,Habemco,Anywhere • via ZipRecruiter,ZipRecruiter,Full-time,1,0,0,"[0, 0]",1,1,30,,0,0.0
285,Data Analyst/Power BI specialist/purchasing specialist,TekOne IT Services Pvt. Ltd.,Alameda,LinkedIn,Full-time,0,0,5,"[0, 0]",1,1,30,,0,0.0
286,Business Intelligence Data Analyst III,Habemco,Anywhere • via ZipRecruiter,ZipRecruiter,Full-time,1,0,0,"[0, 0]",1,1,30,,0,0.0
287,Business Intelligence Analyst - Databricks,IntePros,California • via LinkedIn,LinkedIn,Contractor,0,1,7,"[105600, 105600]",1,0,1,,105600,105600.0
288,Reporting Specialist,Catapult Solutions Group,Mountain View,LinkedIn,Full-time,0,0,0,"[144000, 147840]",0,0,4,,144000,147840.0
289,Trackwise Business Systems Analyst and Developer,"Amick Brown - SAP, Cloud Technologies and Business Intelligence Staffing & Consulting",Sunnyvale,LinkedIn,Contractor,0,0,5,"[142080, 176640]",0,0,30,,142080,176640.0
290,Analytics & Insights - Business Systems Analyst,W3Global,South San Francisco,LinkedIn,Full-time,0,0,5,"[0, 0]",1,0,29,,0,0.0
291,Business Analyst,"GTT, LLC",Avila Beach,ZipRecruiter,Full-time,1,1,0,"[96000, 96000]",1,0,11,,96000,96000.0
292,Senior Business Intelligence System Analyst,Partnership HealthPlan of California,Fairfield,LinkedIn,Full-time,0,0,0,"[118518, 154074]",1,0,1,,118518,154074.0
293,Sr Data Analyst with Tableau / Domo,Keylent,Sacramento,ZipRecruiter,Full-time,0,0,0,"[0, 0]",1,1,30,,0,0.0
294,Senior Data Analyst - Trust and Safety,Patreon,San Francisco,LinkedIn,Full-time,1,1,5,"[0, 0]",1,1,30,,0,0.0
295,"Data Engineer, Product Analytics",Meta,Menlo Park,LinkedIn,Full-time,1,0,7,"[173000, 242000]",0,1,1,0.0,173000,242000.0
296,Junior Data engineer,SynergisticIT,Fremont,ZipRecruiter,Full-time,0,0,0,"[0, 0]",0,1,30,1.0,0,0.0
297,Staff Data Engineer - Data Science,LinkedIn,Sunnyvale,LinkedIn,Full-time,1,0,4,"[147000, 240000]",0,1,3,2.0,147000,240000.0
298,GCP Data Engineer (W2),Aptivacorp,Sunnyvale,Indeed,Full-time and Contractor,0,0,5,"[105600, 115200]",0,1,2,3.0,105600,115200.0
299,Core Data Engineer,SAR TECH LLC,Sunnyvale,Salary.com,Full-time,0,0,0,"[0, 0]",0,0,2,4.0,0,0.0
300,Distinguished Data Engineer (Mailchimp),Intuit,Mountain View,Intuit Careers,Full-time,0,0,0,"[0, 0]",0,1,30,5.0,0,0.0
301,AIML - Sr Software Data Infrastructure Engineer - Data and ML Innovation,Apple,Cupertino,Careers At Apple,Full-time,1,1,0,"[175800, 312200]",0,1,5,6.0,175800,312200.0
302,Lead Data Engineer,San Jose State University,San Jose,Chronicle Of Higher Education,Full-time,0,0,3,"[7020, 13594]",1,1,30,7.0,7020,13594.0
303,Senior Data Engineer,Acubed by Airbus,Sunnyvale,Acubed - Airbus,Full-time,1,1,5,"[155000, 194000]",1,1,30,8.0,155000,194000.0
304,(USA) Data Engineer III,Walmart,Hayward,ZipRecruiter,Full-time and Part-time,1,1,4,"[117000, 234000]",1,1,7,9.0,117000,234000.0
305,Data Engineer,InterSources Inc,Santa Clara,LinkedIn,Full-time,0,0,0,"[0, 0]",1,1,30,10.0,0,0.0
306,Data Engineer III,Sam's Club,Sunnyvale,Indeed,Full-time and Part-time,1,1,4,"[117000, 234000]",1,1,16,11.0,117000,234000.0
307,Data Engineer IV,Crystal Equation,Sunnyvale,Crystal Equation,Full-time,1,1,0,"[159360, 168960]",1,1,30,12.0,159360,168960.0
308,"(USA) Senior, Data Engineer",Walmart,Sunnyvale,Walmart Careers,Full-time and Part-time,1,1,8,"[108000, 216000]",1,1,30,13.0,108000,216000.0
309,HealthTech Data Pipeline Engineer,Carex Consulting Group,Palo Alto,Carex Consulting Group,Full-time,0,0,4,"[0, 0]",1,1,12,14.0,0,0.0
310,Data Engineer (Databricks),NTT DATA,Anywhere • via ZipRecruiter,ZipRecruiter,Full-time,1,1,8,"[163200, 182400]",1,1,10,15.0,163200,182400.0
311,"Senior Software Engineer, Data Engineering",DoorDash,Sunnyvale,LinkedIn,Full-time,1,1,5,"[119100, 175100]",1,1,4,16.0,119100,175100.0
312,"Engineer III, Data Engineering",Samsung Electronics America,Mountain View,The Muse,Full-time,1,1,0,"[0, 0]",1,1,30,17.0,0,0.0
313,Senior Data Engineer,Pivotal Talent Search,Oakland,ZipRecruiter,Full-time,0,0,5,"[0, 0]",0,0,1,18.0,0,0.0
314,Senior Software Engineer - Data Engineer,NVIDIA,Santa Clara,JobzMall,Full-time,0,0,0,"[120000, 150000]",0,0,30,19.0,120000,150000.0
315,Sr. Data Engineer,Saxon Global,South San Francisco,Lensa,Full-time,0,0,6,"[0, 0]",1,1,13,20.0,0,0.0
316,Data Engineer (San Francisco),Free Streaming Content,San Francisco,Adzuna,Full-time,0,0,3,"[0, 0]",1,1,30,21.0,0,0.0
317,"Staff Data Engineer, Infrastructure",ASAPP,Mountain View,Lever,Full-time,0,0,5,"[0, 0]",1,1,19,22.0,0,0.0
318,Platform Data Engineer,BayOne,San Jose,Glassdoor,Full-time,0,0,5,"[0, 0]",0,1,24,23.0,0,0.0
319,Bioinformatics Data Engineer,Revolution Medicines,Anywhere • via VentureLoop,VentureLoop,Full-time,1,0,3,"[120000, 145000]",0,1,19,24.0,120000,145000.0
320,Senior Data Engineer: 24-01769,Akraya Inc.,Sunnyvale,Akraya,Full-time,0,0,5,"[130560, 144000]",1,1,9,25.0,130560,144000.0
321,Data Engineer,Moody's Corporation,Newark,Learn4Good,Contractor,1,1,2,"[60000, 80000]",1,1,30,26.0,60000,80000.0
322,Looking for Principal Big Data Engineer,Xoriant Corporation,Santa Clara,Dice,Full-time,0,0,3,"[134400, 153600]",1,1,30,27.0,134400,153600.0
323,Senior/Staff Data Engineer,"Gatik AI, Inc.",Mountain View,Ladders,Full-time and Part-time,0,0,7,"[120000, 180000]",1,1,30,28.0,120000,180000.0
324,Data Engineer,Walmart,San Leandro,Prime Job Seekers,Full-time,1,1,4,"[0, 0]",1,1,6,29.0,0,0.0
325,Cloud Data Engineer,Ford Motor,Palo Alto,JobzMall,Full-time and Contractor,0,0,0,"[114000, 152000]",1,1,30,30.0,114000,152000.0
326,Data Engineer W2 Locals,Finezi,Oakland,Glassdoor,Full-time,1,1,0,"[172800, 192000]",1,0,10,31.0,172800,192000.0
327,Staff Data Platform Engineer,ClassDojo,San Francisco,Greenhouse,Full-time,0,0,7,"[171500, 244000]",1,0,30,32.0,171500,244000.0
328,Sr. Data Engineer I,Cars Commerce,San Francisco,Taro,Full-time,0,0,0,"[131000, 164000]",0,1,30,33.0,131000,164000.0
329,Senior/Staff Software Engineer - Simulation Data Platform,Zoox,Foster City,Lever,Full-time,1,1,5,"[203000, 293000]",0,1,30,34.0,203000,293000.0
330,Senior Software Engineer - Machine Learning Infrastructure - Apple Maps,Apple,Cupertino,Careers At Apple,Full-time,1,1,1,"[175800, 312200]",1,1,1,35.0,175800,312200.0
331,Specialist - Data Engineering,LTIMindtree,San Jose,Indeed,Full-time,1,1,0,"[90000, 110000]",1,1,30,36.0,90000,110000.0
332,[Data Engineer] Staff Database Administrator (PostgreSQL – Performance Tuning Expert Expert),Agoda,San Jose,LinkedIn,Full-time,0,0,0,"[0, 0]",1,0,5,37.0,0,0.0
333,Snowflake Data Engineer,Tata Consultancy Services,Sunnyvale,Ladders,Full-time and Part-time,0,0,8,"[217, 309120]",1,1,9,38.0,217,309120.0
334,Data Engineer,Walmart,Milpitas,Prime Job Seekers,Full-time,1,1,4,"[0, 0]",1,1,6,39.0,0,0.0
335,IT Data and Analytics Engineer,SAP,Stanford,Adzuna,Full-time,1,0,5,"[689, 322560]",1,1,30,40.0,689,322560.0
336,Senior/Staff Data Engineer,Balbix,San Jose,Lever,Full-time,1,1,3,"[0, 0]",0,1,30,41.0,0,0.0
337,"Data Engineer, Global Payments - USDS",TikTok,Mountain View,Indeed,Full-time,1,1,0,"[116000, 250000]",0,1,30,42.0,116000,250000.0
338,"Computational Biologist & Engineer in Genomics (Engreitz Lab, Research Data Analyst 1)",School of Medicine,Stanford,Stanford Medicine - Stanford University,Contractor,0,0,0,"[66560, 97000]",0,1,30,43.0,66560,97000.0
339,Data Engineer,Insight Global,San Francisco,Insight Global,Full-time,0,0,0,"[0, 0]",0,0,30,44.0,0,0.0
340,Data engineering lead,Roche,South San Francisco,Talent.com,Full-time,0,0,7,"[0, 0]",0,0,4,45.0,0,0.0
341,Product Data Engineer,xAI,San Francisco,Ladders,Full-time,0,0,0,"[180000, 500000]",0,0,2,46.0,180000,0.0
342,Security Data Engineer,Blizzard Entertainment,Foster City,JobzMall,Full-time,0,0,0,"[110000, 172000]",0,1,30,47.0,110000,172000.0
343,Lead Data Engineer- GenAI,Visa,Foster City,ZipRecruiter,Full-time,1,1,8,"[0, 0]",0,1,1,48.0,0,0.0
344,Data Engineer- Data Bricks- Hybrid CA,Zortech Solutions,Mountain View,LinkedIn,Full-time,0,0,0,"[0, 0]",0,1,29,49.0,0,0.0
345,"Senior Data Scientist, ASE iCloud Data Organization [Executive Communications]",Apple,Cupertino,Careers At Apple,Full-time,1,1,5,"[175800, 312200]",0,1,30,50.0,175800,312200.0
346,Senior Data Infrastructure Engineer,Webflow,San Francisco,Taro,Full-time,0,0,0,"[158000, 218000]",1,1,11,51.0,158000,218000.0
347,"Principal Engineer, Developer Platform APIs",Snowflake,San Mateo,Snowflake Careers,Full-time,1,1,1,"[235000, 368000]",1,1,1,52.0,235000,368000.0
348,Sr. Big Data Engineer (Sunnyvale),Zenith Services,San Bruno,Glassdoor,Full-time and Part-time,0,0,0,"[153600, 153600]",1,1,30,53.0,153600,153600.0
349,Data Engineer,Walmart,Livermore,Prime Job Seekers,Full-time,1,1,4,"[0, 0]",1,1,6,54.0,0,0.0
350,Data Platform Engineer (US),Onehouse,Sunnyvale,Lever,Full-time,1,1,3,"[150000, 220000]",1,1,30,55.0,150000,220000.0
351,Big Data Engineer,Veear Projects Inc,Santa Clara,ZipRecruiter,Full-time,0,0,3,"[0, 0]",1,1,26,56.0,0,0.0
352,Data Engineer (Databricks),NTT DATA,Santa Clara,Indeed,Full-time,1,1,8,"[163200, 182400]",1,0,10,57.0,163200,182400.0
353,Apache Airflow Data Engineer,InterSources Inc,Santa Clara,LinkedIn,Full-time,0,0,3,"[0, 0]",1,0,30,58.0,0,0.0
354,"Data Engineer, Ads",Unity,San Francisco,JobzMall,Full-time,0,0,0,"[90000, 150000]",0,1,30,59.0,90000,150000.0
355,Lead Data Engineer,Disney Entertainment & ESPN Technology,San Francisco,Disney Careers,Full-time,1,0,7,"[0, 0]",1,1,30,60.0,0,0.0
356,"Solutions Architect, Data Engineering & Snowpark",Snowflake,California • via Snowflake Careers,Snowflake Careers,Full-time,1,1,6,"[147000, 204700]",1,1,1,61.0,147000,204700.0
357,"Drive Integration Engineer, Electronics, Manufacturing Test",Western Digital,San Jose,Smart Recruiters Jobs,Full-time,1,1,2,"[0, 0]",1,1,10,62.0,0,0.0
358,"Senior Software Engineer - Storage, Redshift",Amazon,Anywhere • via ZipRecruiter,ZipRecruiter,Full-time,0,0,0,"[0, 0]",1,1,30,63.0,0,0.0
359,Data Platform Engineer,Figure Markets,Anywhere • via Indeed,Indeed,Full-time,1,1,6,"[960, 245760]",1,1,30,64.0,960,245760.0
360,Senior Analytics Engineer,"Motion Recruitment Partners, LLC",San Jose,Dice,Full-time,1,1,5,"[307200, 200]",1,1,30,65.0,0,200.0
361,Data Engineer - Growth Insights and Foundations,Netflix,Los Angeles,ShowbizJobs,Full-time and Part-time,1,1,0,"[170000, 720000]",1,1,30,66.0,170000,0.0
362,DATA ENGINEER III - DATA VENTURES,Walmart,Los Altos,Prime Job Seekers,Full-time,1,1,4,"[0, 0]",1,1,6,67.0,0,0.0
363,Senior Data Engineer,Zoox,Foster City,ZipRecruiter,Full-time,1,1,0,"[143000, 245000]",1,1,30,68.0,143000,245000.0
364,Data Scientist and AI Engineer,SKT Lab,Santa Clara,Indeed,Full-time,0,0,5,"[0, 0]",0,1,30,69.0,0,0.0
365,Senior Data Engineer - BPR Insight,Apple,Elk Grove,Careers At Apple,Full-time,1,1,8,"[187000, 280800]",0,1,30,70.0,187000,280800.0
366,Head of Data Engineering,"Samsung Electronics America, Inc.",Mountain View,ZipRecruiter,Full-time,1,0,8,"[275500, 325000]",0,1,12,71.0,275500,325000.0
367,Data Analytics and Engineering Sr. Manager,Motion Recruitment,Los Angeles,Motion Recruitment,Full-time,0,0,5,"[140000, 200000]",0,0,2,72.0,140000,200000.0
368,Data Engineer,Robert Half,Torrance,Robert Half,Full-time,0,0,0,"[111360, 115200]",0,0,17,73.0,111360,115200.0
369,"Lead Data Engineer, Data Platform","Tubi, Inc.",Anywhere • via Karkidi,Karkidi,Full-time,0,0,7,"[120000, 190000]",0,0,30,74.0,120000,190000.0
370,Lead Data Architect / Engineer,Alldus,San Francisco,LinkedIn,Full-time and Part-time,0,0,5,"[0, 0]",0,1,11,75.0,0,0.0
371,Data Defense Solutions Engineer,TikTok,San Jose,Indeed,Full-time,1,1,0,"[147000, 270000]",1,1,30,76.0,147000,270000.0
372,"(USA) SENIOR, DATA ENGINEER",Walmart,Santa Clara,Prime Job Seekers,Full-time,1,1,7,"[0, 0]",1,1,6,77.0,0,0.0
373,Electrical/Data Engineer,DCS Corp,Ridgecrest,DCS Corp,Full-time,0,0,5,"[79616, 110000]",1,1,14,78.0,79616,110000.0
374,Staff Data Platform Engineer,ClassDojo,San Francisco,Jooble,Full-time,0,0,7,"[171500, 244000]",0,0,30,79.0,171500,244000.0
